Symbol,Name,Last Sale,Net Change,% Change,Market Cap,Country,IPO Year,Volume,Sector,Industry
STE,STERIS plc (Ireland) Ordinary Shares,$221.11,-3.18,-1.418%,22116085972.00,United States,,379676,Health Care,Industrial Specialties
SYK,Stryker Corporation Common Stock,$249.27,-2.65,-1.052%,94034604331.00,United States,,1692432,Health Care,Medical/Dental Instruments
TDOC,Teladoc Health Inc. Common Stock,$72.03,-3.13,-4.164%,11531042192.00,United States,2015,3816664,Health Care,Medical/Nursing Services
TECH,Bio-Techne Corp Common Stock,$368.00,-13.89,-3.637%,14460666352.00,United States,,252269,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TFX,Teleflex Incorporated Common Stock,$304.42,-12.87,-4.056%,14260539679.00,United States,,388075,Health Care,Medical/Dental Instruments
TXG,10x Genomics Inc. Class A Common Stock,$90.63,-4.03,-4.257%,10124046828.00,United States,2019,1161002,Health Care,Managed Health Care
UHS,Universal Health Services Inc. Common Stock,$127.96,-2.78,-2.126%,10285031067.00,United States,,760519,Health Care,Hospital/Nursing Management
UNH,UnitedHealth Group Incorporated Common Stock (DE),$456.84,-5.43,-1.175%,430275325050.00,United States,,3350024,Health Care,Medical Specialities
VRTX,Vertex Pharmaceuticals Incorporated Common Stock,$227.11,-2.57,-1.119%,57743157639.00,United States,1991,1909974,Health Care,Biotechnology: Pharmaceutical Preparations
WAT,Waters Corporation Common Stock,$310.38,-12.50,-3.871%,18944437172.00,United States,1995,400139,Health Care,Medical Specialities
WBA,Walgreens Boots Alliance Inc. Common Stock,$50.99,-1.39,-2.654%,44018240657.00,United States,,7343740,Health Care,Medical/Nursing Services
WST,West Pharmaceutical Services Inc. Common Stock,$378.36,-5.16,-1.345%,28028800967.00,United States,,683670,Health Care,Medical/Dental Instruments
XRAY,DENTSPLY SIRONA Inc. Common Stock,$52.72,-1.16,-2.153%,11524962411.00,United States,1987,1785627,Health Care,Medical/Dental Instruments
ZBH,Zimmer Biomet Holdings Inc. Common Stock,$120.95,-2.70,-2.184%,25267423568.00,United States,,2346702,Health Care,Industrial Specialties
ZTS,Zoetis Inc. Class A Common Stock,$195.25,-4.82,-2.409%,92377816746.00,United States,2013,2670531,Health Care,Biotechnology: Pharmaceutical Preparations
